,SellerG,Discretized_Price
13175,Fletchers,4
13179,Marshall,4
13188,Marshall,2
13190,Ray,5
13193,hockingstuart,5
13194,Jellis,2
13196,Jellis,5
13207,Biggin,2
13208,Rendina,5
13211,hockingstuart,2
13212,Biggin,1
13214,RT,1
13219,Whiting,1
13220,MICM,1
13222,Greg,1
13230,Harcourts,2
13241,Frank,1
13242,Nelson,5
13243,Brad,2
13245,Frank,2
13246,Alexkarbon,1
13248,Nelson,2
13251,Nelson,4
13254,Nelson,5
13256,Nelson,5
13258,Hodges,1
13259,McDonald,5
13260,Woodards,5
13265,Mandy,2
13269,Gary,1
13275,hockingstuart,5
13278,Fletchers,1
13280,Fletchers,1
13282,Gunn&Co,5
13283,Village,2
13296,RT,5
13297,Sweeney,2
13298,Greg,5
13304,Sweeney,5
13307,Greg,2
13308,Williams,4
13311,Raine,5
13317,Barry,1
13321,Barry,1
13322,Nelson,1
13323,Barry,1
13325,Nelson,1
13328,McGrath,1
13331,Jellis,5
13332,Purplebricks,5
13333,Nelson,2
13347,Jellis,5
13350,Ray,5
13352,Nelson,1
13354,Barry,1
13355,Eview,1
13363,Nelson,1
13367,Woodards,2
13368,Ray,1
13369,Ray,5
13373,Ray,2
13374,Woodards,2
13377,Buxton,4
13378,Woodards,1
13380,hockingstuart,5
13384,Buxton,2
13389,Collins,4
13393,Nelson,1
13397,Nelson,5
13399,Nelson,1
13404,Nelson,1
13406,YPA,1
13409,hockingstuart,1
13413,hockingstuart,1
13416,Nelson,1
13419,Brad,1
13427,Nelson,5
13429,Marshall,2
13432,Buxton,1
13436,Greg,1
13439,Greg,4
13444,Biggin,1
13457,Marshall,4
13461,hockingstuart,1
13462,Buxton,5
13474,Gary,1
13476,Thomson,1
13480,hockingstuart,1
13481,hockingstuart,1
13485,hockingstuart,5
13494,Barry,5
13497,Barry,5
13503,Nelson,5
13506,hockingstuart,1
13507,Nelson,5
13514,Nelson,5
13519,hockingstuart,5
13527,RW,1
13530,Nelson,5
13533,Brad,1
13545,Barry,1
13551,hockingstuart,5
13552,RW,5
13553,Barry,1
13554,Ray,1
13556,Barry,1
13559,Nelson,5
13560,Love,1
13563,Ray,1
13564,Love,1
13566,Nelson,1
13575,Nelson,1
13586,RW,1
13589,hockingstuart,5
13590,hockingstuart,5
13592,Nelson,5
13595,Biggin,1
13599,Fletchers,5
13600,hockingstuart,2
13601,Ray,1
13603,Biggin,5
13610,Jellis,5
13612,Jellis,4
13615,Jellis,5
13621,Biggin,5
13634,Miles,1
13638,Village,1
13644,Greg,4
13646,hockingstuart,1
13648,hockingstuart,1
13649,Marshall,5
13651,WHITEFOX,2
13657,Greg,1
13660,Greg,1
13672,hockingstuart,5
13674,Biggin,1
13684,Jellis,2
13692,Jellis,1
13694,hockingstuart,1
13702,Buxton,1
13704,hockingstuart,5
13709,Marshall,5
13710,Wilson,5
13712,Marshall,2
13717,McGrath,5
13723,Gary,5
13726,McGrath,1
13728,Nelson,1
13731,Considine,5
13733,Brad,5
13743,Douglas,5
13744,YPA,1
13747,FN,5
13755,Village,1
13756,FN,1
13768,Douglas,1
13770,Douglas,1
13771,Barry,1
13775,Brad,1
13776,Barry,1
13777,Bells,1
13782,Bells,1
13783,GL,1
13789,Fletchers,1
13790,Fletchers,2
13792,Jellis,5
13795,Marshall,4
13796,Fletchers,5
13801,Marshall,2
13808,Jellis,4
13832,Love,5
13833,Love,1
13839,Jellis,5
13840,Love,1
13841,Nelson,5
13844,Jellis,5
13851,McGrath,5
13852,Jellis,5
13854,Nelson,5
13855,McGrath,5
13861,Fletchers,5
13865,Barry,1
13869,LJ,1
13871,Miles,5
13873,Village,2
13874,Greg,1
13875,Sweeney,1
13877,Jas,1
13881,Biggin,5
13883,hockingstuart,5
13886,Sweeney,1
13888,Sweeney,5
13891,Jas,5
13896,Greg,4
13897,hockingstuart,5
13898,Greg,2
13899,Williams,1
13900,Jas,5
13903,Greg,2
13906,Raine,1
13909,Williams,1
13911,Village,5
13916,Jas,5
13922,Jas,2
13923,Jas,5
13924,Village,5
13926,Jas,5
13927,Jas,1
13929,Village,1
13932,Village,1
13934,McGrath,1
13936,Raine,5
13938,hockingstuart,5
13939,hockingstuart,5
13941,Jas,2
13942,Jas,5
13943,Village,2
13944,Jas,1
13945,Sweeney,5
13948,Biggin,5
13952,Biggin,5
13955,Jellis,5
13956,Nelson,5
13957,Jellis,5
13959,Brad,1
13963,Nelson,1
13964,Barry,1
13966,Bells,1
13967,Bells,1
13969,Douglas,1
13970,FN,1
13972,Douglas,1
13975,Greg,2
13984,Marshall,4
14004,Fletchers,2
14009,hockingstuart,5
14012,Nelson,5
14013,Woodards,5
14014,hockingstuart,1
14017,Nelson,2
14024,Beller,5
14025,Gary,1
14032,Gary,1
14034,hockingstuart,5
14039,Biggin,1
14043,Chisholm,2
14045,Buxton,1
14047,Morleys,1
14051,McGrath,1
14052,Barry,5
14058,Nelson,5
14059,Nelson,5
14068,Jellis,5
14080,Nelson,1
14082,Nelson,5
14083,Nelson,5
14084,Barry,1
14092,Nelson,1
14094,Biggin,1
14095,Pagan,1
14096,Edward,1
14097,Edward,1
14099,Nelson,5
14105,Rendina,5
14115,hockingstuart,5
14119,Marshall,4
14124,Buxton,1
14125,Hodges,5
14128,Nelson,2
14131,Jellis,2
14133,JMRE,5
14135,C21,1
14137,Buxton,2
14140,Woodards,5
14153,RT,1
14154,MICM,1
14155,William,1
14158,Jas,1
14160,Greg,5
14161,RT,1
14164,Rodney,1
14165,hockingstuart,1
14166,Marshall,5
14180,Gary,5
14184,Jas,1
14185,Williams,5
14186,Sweeney,2
14188,Jas,1
14190,Williams,5
14191,hockingstuart,1
14193,Woodards,5
14195,Kay,1
14199,Buckingham,5
14202,Buxton,1
14207,Ray,1
14211,Alexkarbon,5
14220,Pagan,1
14225,Nelson,1
14228,Barry,1
14232,Greg,5
14249,Fletchers,5
14250,Fletchers,1
14261,hockingstuart,5
14262,Buxton,5
14269,Barry,1
14270,RT,4
14271,Chisholm,1
14273,Buxton,2
14274,Barry,1
14275,YPA,1
14287,Barry,1
14290,YPA,1
14291,Noel,1
14294,Bekdon,5
14295,Nelson,1
14296,Woodards,1
14305,Chisholm,5
14314,Jellis,5
14316,Melbourne,5
14321,RE,1
14323,RE,1
14325,LJ,1
14327,Hoskins,5
14329,McGrath,1
14335,Barry,1
14337,Mason,1
14341,Barry,2
14342,Ray,4
14345,Buckingham,1
14350,Barry,1
14359,Iconek,5
14360,hockingstuart,1
14365,Nelson,1
14366,Brad,1
14368,Nelson,4
14375,Nelson,5
14376,Jellis,2
14380,Burnham,1
14386,Ray,1
14388,hockingstuart,1
14389,Raine,1
14394,Thomson,1
14404,Jellis,1
14409,Darren,1
14414,Chisholm,5
14421,Jellis,5
14423,Jellis,4
14425,Jellis,1
14426,McGrath,1
14434,William,1
14438,Hodges,1
14439,YPA,1
14444,Ray,1
14447,YPA,1
14448,YPA,1
14451,Brad,1
14454,Whiting,1
14456,Edward,5
14459,Edward,1
14463,Jellis,5
14465,Barry,1
14467,YPA,1
14471,Ray,1
14478,McGrath,1
14480,Rendina,5
14488,Raine,1
14489,PRDNationwide,1
14493,Harcourts,1
14497,Love,1
14499,Noel,5
14501,Noel,5
14505,Ray,1
14516,McGrath,5
14520,Ray,2
14522,Fletchers,2
14527,Williams,1
14541,Fletchers,5
14543,Nelson,1
14550,Ray,1
14551,Gary,1
14552,Obrien,5
14557,Jellis,2
14560,Brad,1
14562,Reliance,1
14568,Lucas,4
14576,RW,1
14584,Nelson,1
14587,Biggin,5
14601,Harcourts,5
14604,hockingstuart,1
14608,O'Brien,1
14612,Village,5
14616,Millership,1
14625,iSell,1
14628,Bells,1
14630,YPA,1
14634,Gary,1
14635,hockingstuart,1
14636,Woodards,1
14637,Rounds,1
14643,Raine,1
14645,Raine,1
14651,Jellis,2
14657,Purplebricks,1
14658,YPA,1
14665,hockingstuart,2
14672,Jellis,2
14681,Miles,5
14687,Ray,1
14692,Jas,5
14699,hockingstuart,1
14704,Barry,1
14712,Greg,4
14715,hockingstuart,1
14717,Kay,4
14723,Marshall,4
14726,Biggin,2
14727,hockingstuart,2
14730,Jellis,4
14747,Noel,5
14748,Biggin,1
14749,Ray,5
14752,Hodges,2
14758,Buxton,5
14771,hockingstuart,2
14772,Buxton,2
14779,Jellis,2
14784,Ray,1
14785,Appleby,1
14786,Barry,1
14792,Morrison,1
14796,Biggin,5
14800,RT,2
14806,Hodges,2
14814,Nelson,2
14815,Nelson,5
14817,Nelson,1
14820,Nelson,5
14821,Jellis,1
14822,Woodards,2
14828,Nelson,5
14845,Barry,5
14846,Sweeney,1
14852,Fletchers,5
14854,hockingstuart,2
14855,Woodards,5
14857,Gary,2
14864,Barry,1
14866,Buxton,1
14868,Buxton,5
14869,McGrath,1
14872,hockingstuart,1
14874,Woodards,1
14877,Buxton,1
14880,Ray,1
14882,Ray,1
14885,O'Brien,5
14886,C21,5
14887,Buxton,5
14896,Nelson,1
14898,Raine,2
14901,Brad,1
14907,Jellis,5
14914,Ray,1
14924,Ray,1
14925,C21,1
14926,Barry,1
14929,Buxton,1
14931,Barry,4
14933,Woodards,5
14934,Barry,2
14938,Jellis,2
14942,O'Brien,1
14943,Nelson,1
14949,Gary,5
14954,McGrath,1
14955,Chisholm,1
14956,Chisholm,1
14958,Chisholm,1
14960,R&H,1
14962,Harcourts,1
14968,Nelson,5
14972,Rendina,5
14975,Brad,4
14979,Nelson,1
14980,Ray,1
14981,hockingstuart,1
14998,O'Brien,1
14999,Ray,1
15002,J,2
15006,Harcourts,2
15007,Ray,5
15011,Purplebricks,1
15014,Ray,1
15016,Barry,1
15017,Barry,5
15019,RW,1
15021,Brad,1
15022,Stockdale,1
15027,Peter,1
15028,Jellis,5
15029,RT,3
15030,Kay,4
15032,Kay,1
15036,Jellis,1
15038,Jellis,2
15039,RT,4
15041,Jellis,2
15042,Philip,1
15046,Miles,5
15050,Brad,1
15058,hockingstuart,1
15066,Miles,5
15067,Nelson,5
15068,Miles,4
15071,Nelson,1
15073,Nelson,5
15076,hockingstuart,5
15078,Marshall,1
15083,Jellis,4
15085,Jellis,4
15086,C21,1
15088,Purplebricks,1
15090,Ray,1
15099,Gary,1
15107,Marshall,2
15109,Brad,1
15111,Biggin,5
15120,Raine,1
15121,Raine,1
15123,Hodges,1
15124,hockingstuart,5
15128,Cayzer,2
15130,Marshall,3
15133,Harcourts,1
15134,Harcourts,1
15136,LJ,1
15145,McDonald,2
15149,Barry,1
15152,Max,5
15153,Fletchers,1
15155,hockingstuart,5
15163,McGrath,5
15179,Barry,5
15181,JMRE,5
15188,Nelson,5
15192,Ray,5
15193,Buxton,1
15194,Buxton,5
15196,Thomson,1
15197,Gary,1
15199,Buxton,5
15201,Woodards,2
15208,Marshall,2
15212,Cayzer,1
15215,Jellis,2
15221,hockingstuart,2
15225,Love,1
15226,Love,5
15228,McGrath,5
15229,Nelson,5
15232,Barry,1
15235,Nelson,5
15236,Nelson,5
15237,Nelson,2
15248,Harcourts,1
15250,hockingstuart,5
15251,Barry,1
15256,Biggin,1
15259,Fletchers,5
15260,Real,5
15269,Ray,1
15270,Hodges,4
15271,Buxton,2
15273,McGrath,4
15275,LJ,1
15276,Harcourts,1
15277,Sweeney,5
15279,Biggin,5
15280,McGrath,1
15282,Greg,1
15283,Harcourts,5
15285,Harcourts,1
15286,Ray,5
15288,Abercromby's,1
15289,Castran,4
15290,Kay,2
15294,Gary,1
15296,MICM,1
15313,Considine,1
15315,Brad,1
15324,HAR,1
15325,Barry,1
15331,Jellis,5
15334,Jellis,5
15337,Harcourts,1
15338,Woodards,1
15341,Jellis,2
15344,Williams,1
15349,hockingstuart,1
15353,Harcourts,5
15354,iProperty,1
15361,Barry,1
15366,Triwest,1
15367,hockingstuart,1
15370,Hayeswinckle,1
15372,Village,5
15374,Biggin,5
15376,Barry,1
15377,Harcourts,5
15382,hockingstuart,2
15389,Barry,2
15390,Jas,5
15393,hockingstuart,1
15394,Jellis,1
15396,Brad,1
15398,Bells,1
15403,Sweeney,1
15404,Williams,1
15409,hockingstuart,5
15413,Kay,4
15417,Rendina,2
15426,Jellis,2
15429,Purplebricks,5
15433,Moonee,1
15434,Ray,4
15435,hockingstuart,2
15437,RT,4
15440,RT,2
15444,Jellis,2
15448,Schroeder,1
15449,Biggin,5
15450,Ray,1
15455,hockingstuart,4
15462,Buxton,2
15463,hockingstuart,5
15467,C21,1
15468,Hodges,5
15473,Noel,5
15478,Barry,1
15484,Nick,2
15489,Barry,1
15493,Jellis,1
15494,Raine,2
15495,Woodards,5
15496,Nelson,2
15500,Jellis,1
15501,Nelson,5
15507,Ray,1
15510,Bekdon,5
15517,Fletchers,4
15523,hockingstuart,2
15527,Ray,1
15531,Gary,5
15538,Ray,5
15542,C21,2
15554,Ray,1
15562,RW,1
15569,Buxton,5
15573,Barry,5
15580,Philip,5
15583,Noel,5
15587,Jellis,2
15588,Caine,5
15589,Biggin,2
15590,Biggin,1
15593,Barry,5
15595,Morrison,5
15600,hockingstuart,1
15604,Hodges,1
15607,Purplebricks,1
15610,Ray,1
15611,Harcourts,1
15614,Barry,1
15615,Nelson,5
15618,Jellis,5
15619,Brad,5
15620,Frank,1
15625,Jellis,5
15628,Schroeder,5
15630,Jellis,2
15637,Trimson,1
15639,Burnham,1
15645,McDonald,1
15648,Barry,1
15660,VICProp,4
15665,Jellis,4
15669,Harcourts,1
15670,Harcourts,2
15672,Stockdale,1
15676,Eview,1
15677,Nelson,5
15681,Barry,1
15685,REMAX,1
15687,Buxton,5
15696,Abercromby's,3
15697,Domain,1
15699,Jellis,5
15701,Noel,4
15704,Kay,4
15709,Miles,1
15711,Nelson,5
15712,Victory,1
15727,Ray,5
15734,Sweeney,1
15741,Nelson,1
15742,Rendina,1
15743,Hodges,5
15744,Biggin,2
15748,Marshall,4
15758,Harcourts,1
15768,Marshall,4
15770,Frank,1
15774,MICM,1
15777,Ryder,1
15780,Obrien,5
15784,Buxton,1
15792,Ray,5
15793,Noel,5
15794,Noel,1
15799,McDonald,2
15802,Barry,1
15808,iTRAK,1
15812,Ray,5
15820,McGrath,5
15824,Jellis,2
15830,Woodards,5
15834,hockingstuart,2
15836,Nelson,5
15855,Barry,1
15860,hockingstuart,5
15862,Nelson,1
15864,Rendina,5
15865,Eview,1
15866,Biggin,1
15867,hockingstuart,5
15870,Buxton,1
15871,Buxton,5
15872,Buxton,5
15879,Nelson,5
15886,Marshall,2
15891,Castran,1
15894,RT,4
15899,McGrath,1
15902,Barry,1
15907,Barry,1
15911,Jellis,5
15912,Biggin,5
15914,Biggin,5
15916,Biggin,5
15918,Marshall,2
15927,Barry,5
15930,Carter,1
15936,Jellis,5
15946,Ray,1
15947,Greg,5
15950,Greg,1
15957,Greg,1
15960,Ray,1
15962,S&L,1
15967,Sweeney,1
15968,hockingstuart,1
15971,Raine,1
15974,GL,1
15975,Douglas,1
15980,hockingstuart,1
15985,YPA,1
15988,Barry,1
15989,Barry,1
15994,Barry,5
15996,Love,1
16009,Noel,5
16011,Nelson,5
16019,YPA,1
16030,Nelson,5
16038,Greg,1
16042,Nelson,1
16051,Brad,5
16054,Brad,5
16061,Moonee,1
16069,Jellis,4
16079,LJ,1
16087,hockingstuart,2
16089,Buxton,5
16091,Harcourts,1
16092,Fletchers,5
16099,Noel,5
16103,Sweeney,1
16104,Hodges,4
16109,Buxton,4
16114,Buxton,5
16117,Woodards,5
16121,Nelson,5
16125,Alexkarbon,5
16126,Collins,2
16147,Jellis,5
16156,RW,5
16162,Gary,2
16164,Buxton,1
16165,Buxton,1
16166,Ray,5
16168,Barry,5
16174,Buxton,1
16179,Ray,5
16181,Nelson,5
16185,Nelson,5
16192,Ray,1
16193,Ray,1
16202,McGrath,5
16216,Ray,1
16217,Ray,5
16233,Morrison,5
16234,Buckingham,5
16235,Gary,2
16239,McDonald,1
16240,Brad,5
16246,Stockdale,1
16247,Nelson,1
16260,U,1
16293,Stockdale,1
16297,Morrison,5
16299,Barry,5
16300,Nelson,5
16302,YPA,1
16303,YPA,1
16308,Hodges,5
16309,Buxton,1
16311,Buxton,5
16320,Jellis,4
16323,Jellis,2
16339,Barry,1
16345,Nelson,5
16349,Prof.,1
16371,Harcourts,1
16372,Harcourts,1
16387,Marshall,4
16389,Edward,1
16394,Raine,1
16395,hockingstuart,1
16403,Ray,1
16406,Ray,1
16407,Ray,1
16415,Nelson,1
16421,O'Brien,5
16423,Max,1
16424,McGrath,5
16432,Win,5
16437,Marshall,2
16441,Williams,5
16442,Hunter,5
16444,Leyton,1
16446,Alexkarbon,1
16448,Jellis,2
16456,Ray,5
16460,Rendina,5
16461,Eview,1
16463,HAR,2
16465,Buxton,5
16476,Buxton,5
16481,Brad,1
16485,Greg,1
16486,hockingstuart,5
16488,Jellis,1
16489,McGrath,5
16494,RW,5
16496,Nelson,5
16501,Ray,5
16504,Nelson,1
16505,Stockdale,1
16512,Biggin,5
16518,Raine,1
16523,Fletchers,1
16525,Fletchers,5
16528,Harcourts,1
16529,Charlton,2
16538,Village,5
16574,Sweeney,1
16580,Noel,2
16584,Jellis,2
16585,Jellis,2
16594,Harcourts,1
16596,Jellis,5
16608,Noel,5
16612,Ray,5
16622,Ray,5
16631,hockingstuart,5
16632,Kay,2
16634,Barry,5
16637,Nelson,1
16638,Jellis,2
16639,Rendina,4
16640,Prime,1
16641,Barry,5
16642,Cayzer,2
16645,Douglas,1
16647,Barlow,5
16649,hockingstuart,1
16654,Nelson,2
16657,Nelson,5
16668,Noel,1
16669,Noel,1
16670,Fletchers,1
16671,Kay,5
16674,hockingstuart,2
16675,Jellis,2
16681,Biggin,1
16683,Ray,4
16687,Gary,1
16688,Gary,2
16696,hockingstuart,2
16698,Buxton,2
16702,C21,1
16705,Buxton,5
16723,Purplebricks,2
16727,Buxton,2
16728,Buxton,5
16729,YPA,1
16732,Jas,1
16733,Walshe,5
16738,Jellis,4
16739,Nelson,2
16740,Nelson,1
16741,Biggin,5
16744,Ray,1
16746,Brad,5
16752,Ray,5
16758,Jellis,2
16759,Barry,1
16765,Buxton,2
16768,Ray,1
16776,Jellis,5
16777,Marshall,2
16778,Jellis,4
16779,Kay,3
16785,hockingstuart,5
16786,Gary,2
16790,Harcourts,1
16794,Marshall,2
16796,Woodards,1
16805,Buxton,1
16808,Buxton,5
16810,Hoskins,5
16812,Buxton,5
16816,Nelson,2
16822,Ray,5
16826,Kay,5
16827,Jellis,5
16830,@Realty,1
16832,Raine,1
16833,Ray,1
16836,Ray,1
16838,Biggin,1
16843,Philip,1
16846,Fletchers,5
16847,Fletchers,1
16855,Bells,1
16857,Ray,5
16864,Fletchers,5
16866,Barry,2
16867,Noel,2
16868,Jellis,5
16877,O'Brien,2
16878,Ray,1
16882,Morrison,5
16883,Barry,5
16885,Buckingham,5
16887,RT,5
16888,Chisholm,2
16890,hockingstuart,5
16891,Harcourts,1
16892,Love,1
16896,Harcourts,1
16897,Barry,1
16900,Barry,2
16901,Nelson,1
16903,Nelson,5
16908,Barry,1
16910,Barry,5
16913,Hodges,1
16916,Brad,1
16919,Schroeder,1
16927,Nelson,5
16930,Biggin,1
16933,Fletchers,1
16948,Jason,1
16950,Jellis,1
16956,hockingstuart,2
16968,Harcourts,5
16969,McGrath,5
16971,Brad,5
16972,Brad,1
16974,Eview,5
16977,Stockdale,5
16979,Darren,1
16986,YPA,1
16987,RW,1
16997,Hodges,4
17002,RT,4
17006,Marshall,2
17008,Marshall,4
17015,Jellis,1
17017,Jellis,1
17019,hockingstuart,1
17021,Miles,1
17024,Barry,1
17025,Jellis,1
17029,Haughton,1
17030,Haughton,1
17035,hockingstuart,2
17037,Barry,1
17040,Brad,1
17041,Barry,1
17044,Sweeney,1
17046,hockingstuart,1
17048,Greg,1
17053,Ray,5
17056,Nelson,2
17057,Nelson,2
17058,YPA,1
17059,O'Brien,5
17067,Edward,1
17078,Jellis,1
17082,Jellis,4
17086,Buxton,5
17087,Ray,1
17089,Ray,5
17094,Ray,1
17095,Love,1
17097,Love,1
17098,Morrison,1
17105,Jellis,2
17108,Jellis,5
17112,hockingstuart,1
17113,Raine,1
17116,Biggin,1
17120,Harcourts,1
17122,PRDNationwide,1
17123,hockingstuart,1
17124,Reliance,1
17126,Greg,2
17129,Greg,2
17139,Barry,1
17140,Barry,1
17141,Jellis,1
17142,Noel,1
17149,Barry,5
17150,Barry,1
17153,Barry,5
17167,Woodards,2
17168,Thomson,1
17176,iSell,1
17177,Leyton,1
17179,C21,1
17181,Nelson,5
17183,Jellis,1
17184,J,5
17186,Jellis,2
17196,Barry,1
17201,Buxton,5
17205,Woodards,2
17208,Barry,5
17210,Barry,5
17212,Obrien,2
17217,Nelson,5
17220,Nelson,1
17223,Nelson,1
17226,Cayzer,5
17234,Biggin,1
17236,Marshall,1
17239,Biggin,1
17243,Haughton,5
17244,McGrath,5
17246,Woodards,5
17247,Nelson,5
17249,Holland,1
17251,Ray,1
17256,hockingstuart,1
17259,Nelson,5
17263,hockingstuart,1
17264,Biggin,1
17265,Biggin,5
17269,Barry,1
17273,Fletchers,5
17283,Buxton,1
17288,Veitch,1
17290,Village,1
17292,Jellis,5
17303,RT,4
17304,Jellis,1
17309,hockingstuart,1
17320,Morrison,2
17323,Buxton,1
17328,Brad,1
17330,Bells,5
17332,Douglas,1
17333,Douglas,1
17338,Jellis,4
17339,Noel,2
17354,Jellis,5
17359,Harcourts,1
17360,McGrath,1
17362,Jellis,5
17367,Sweeney,1
17369,YPA,1
17376,Miles,5
17382,Barry,1
17384,YPA,1
17388,Jas,1
17390,Nelson,1
17400,hockingstuart,5
17401,Greg,5
17403,Iconek,1
17405,Jas,1
17410,Nelson,1
17425,Harcourts,1
17426,Nelson,5
17434,Ray,1
17436,Hodges,1
17438,Peake,5
17439,Eview,5
17441,Barry,1
17443,Barry,5
17444,Ray,1
17445,Philip,1
17447,Douglas,1
17449,hockingstuart,1
17451,Buxton,1
17452,Jellis,2
17455,hockingstuart,1
17456,hockingstuart,1
17457,Jellis,2
17458,Nelson,5
17460,Woodards,5
17461,Jellis,5
17462,Dingle,1
17465,Barry,1
17466,Buckingham,1
17468,Ray,5
17469,Fletchers,2
17471,hockingstuart,1
17474,Thomson,1
17475,Gary,1
17476,hockingstuart,1
17477,hockingstuart,5
17479,O'Brien,1
17480,Barry,1
17481,Harcourts,1
17484,Ray,5
17489,Nelson,1
17490,Woodards,5
17493,Jellis,1
17494,Dixon,5
17500,Ray,5
17501,Barry,1
17502,Stockdale,1
17505,Barry,5
17510,Hodges,5
17511,Barry,1
17513,Barry,1
17515,Buxton,1
17520,Philip,2
17521,Barry,5
17523,Barry,2
17526,Sell,1
17528,Nelson,5
17531,O'Brien,5
17533,Barry,1
17535,Wilson,1
17537,Ristic,1
17540,Harcourts,1
17543,Barry,2
17545,Ray,1
17547,Nelson,1
17548,Jellis,1
17549,hockingstuart,1
17553,O'Brien,1
17554,Ash,1
17555,Barry,1
17556,Woodards,1
17557,Thomson,1
17558,Jellis,1
17562,Harcourts,5
17565,RW,1
17569,Nelson,1
17570,Eview,1
17572,hockingstuart,5
17578,LJ,1
17579,Eview,1
17580,Eview,1
17584,McGrath,1
17586,Stockdale,1
17587,Jellis,1
17588,Marshall,1
17595,hockingstuart,2
17597,Woodards,2
17599,Upper,2
17602,Miles,5
17603,RW,1
17605,Nelson,1
17607,Barry,1
17608,Nelson,5
17611,Nelson,1
17615,Edward,1
17618,Noel,2
17624,Barry,1
17625,hockingstuart,1
17626,Ray,1
17629,Jas,1
17630,Biggin,1
17634,hockingstuart,5
17636,Barry,1
17637,YPA,1
17640,Ryder,1
17641,HAR,1
17644,Chisholm,1
17646,hockingstuart,5
17651,RW,1
17652,Ray,1
17654,Ray,1
17655,Ray,1
17656,Ray,1
17657,Harcourts,1
17658,Ray,1
17662,McGrath,1
17665,Jellis,5
17666,iTRAK,1
17669,Ray,2
17670,hockingstuart,2
17675,Jellis,2
17679,Buxton,2
17685,Nelson,1
17689,Fletchers,1
17690,Fletchers,5
17691,Noel,5
17695,Buxton,5
17698,HAR,1
17702,Buxton,1
17703,Buxton,2
17704,Ray,4
17709,Nelson,5
17726,Harcourts,1
17739,Hoskins,2
17740,Purplebricks,1
17742,Philip,5
17745,HAR,5
17746,Harcourts,5
17748,McGrath,5
17752,Harcourts,1
17754,Greg,2
17755,Harcourts,1
17756,Iconek,5
17757,Harcourts,1
17758,Harcourts,1
17759,Noel,1
17760,hockingstuart,1
17761,Greg,2
17763,McGrath,1
17766,Barry,1
17768,YPA,1
17771,Buxton,1
17772,Chisholm,1
17774,Nelson,1
17777,Brad,1
17778,Raine,1
17779,Douglas,1
17783,Barry,1
17784,Douglas,1
17791,Barry,2
17794,Barry,5
17795,Ray,1
17796,Ray,1
17797,Harcourts,1
17798,Harcourts,1
17799,Harcourts,1
17800,Nelson,5
17803,TRUE,1
17805,Jason,5
17806,Stockdale,1
17810,Ray,5
17814,YPA,1
17815,hockingstuart,1
17817,MICM,1
17818,McGrath,1
17819,Barry,1
17828,Buxton,1
17831,hockingstuart,1
17834,Village,5
17836,Nelson,2
17848,Barlow,5
17851,Barlow,1
17852,Purplebricks,1
17856,hockingstuart,1
17860,Jellis,2
17861,Jellis,4
17868,Fletchers,4
17871,hockingstuart,2
17881,Buxton,5
17883,Buxton,2
17892,Noel,5
17894,Jellis,5
17902,Buckingham,1
17906,Buxton,3
17907,Marshall,4
17917,Buxton,2
17918,Hodges,5
17920,Ray,1
17921,Nelson,5
17924,Jellis,2
17927,Jellis,2
17931,Morrison,1
17933,Barry,1
17934,Barry,1
17938,Ray,5
17943,Fletchers,2
17955,Kay,4
17958,Barry,5
17960,O'Brien,1
17962,Marshall,2
17963,Woodards,5
17966,Barry,5
17969,Woodards,5
17970,Ray,5
17971,Nelson,1
17975,Jellis,1
17977,Ray,1
17978,YPA,1
17980,Stockdale,1
17982,Stockdale,1
17987,Fletchers,1
17992,Jellis,1
17995,Fletchers,2
17997,YPA,1
17999,Morrison,1
18000,Leading,1
18007,Jellis,5
18008,Caine,5
18011,Jellis,1
18013,Fletchers,5
18017,Marshall,4
18018,Biggin,1
18024,Nelson,4
18027,Bullen,2
18028,Nelson,2
18038,Jellis,1
18042,Nelson,2
18044,Nelson,5
18045,Jas,1
18046,Nelson,1
18052,Raine,1
18053,Barry,1
18056,Marshall,4
18057,Jellis,1
18060,Marshall,4
18063,Marshall,5
18065,Harcourts,5
18068,Nelson,1
18069,Barry,1
18071,Barry,1
18072,Nelson,1
18077,Buxton,5
18079,hockingstuart,1
18080,Jellis,2
18084,Jellis,2
18085,Jellis,2
18086,Marshall,2
18087,Noel,1
18093,Ray,5
18094,Mason,1
18098,Fletchers,2
18107,YPA,1
18113,Barry,2
18114,Mason,1
18118,Morrison,1
18123,Nelson,5
18125,Marshall,2
18128,Nelson,5
18131,Jellis,5
18136,Jas,1
18137,Jas,5
18138,Reliance,1
18148,Biggin,1
18149,Biggin,1
18151,Jas,1
18152,Hodges,3
18154,Marshall,2
18155,Marshall,2
18157,Jellis,4
18158,RT,4
18160,Biggin,5
18161,Biggin,5
18164,Buxton,5
18168,hockingstuart,1
18172,Greg,2
18173,Love,1
18181,Jellis,5
18183,Buxton,2
18185,Fletchers,5
18188,McGrath,4
18192,Williams,1
18197,Barry,5
18213,Ray,1
18216,Woodards,1
18220,Nelson,5
18225,Brad,1
18226,Brad,1
18227,Brad,5
18229,LJ,1
18234,Chisholm,1
18235,Jellis,4
18236,Biggin,5
18237,hockingstuart,1
18241,Marshall,3
18243,hockingstuart,1
18247,Nelson,5
18252,Nelson,5
18253,Stockdale,1
18258,Ray,1
18262,Nelson,5
18271,RW,1
18276,Miles,5
18281,hockingstuart,5
18285,Greg,2
